SAMN12264954,
SAMN11774881,
SAMN12214763,
SAMN12214768,
SAMN11774882,
SAMN11854565,
SAMEA4732083,
SAMN04158281,SRR2724080
SAMN11056487,SRR9641571
SAMN10887807,SRR8549118
SAMN13951918,SRR11038971
SAMN13951925,SRR11038979
SAMN12158201,
SAMN12158203,
SAMD00186874,DRR192221
SAMN13925613,
SAMN10246265,
SAMN13742197,
SAMN11230749,SRR8767398
SAMN11664985,
SAMN12389518,
SAMN07450616,SRR5943182
SAMN12389475,
SAMEA5128445,ERR2929699
SAMN12405405,
SAMN13978660,SRR11014977
SAMN11174938,
SAMN06219547,
SAMN06219551,
SAMN07187744,
SAMN06209723,SRR5153283
SAMN12384979,
SAMN12395313,
SAMN12395320,
SAMN11967557,
SAMN12418786,
SAMN06219550,
SAMN06219546,
SAMN06219553,
SAMN04393397,SRR3095381
SAMN06649969,
SAMN06909153,SRR6474930
SAMN07768275,SRR6442663
SAMN06219548,
SAMN06219554,
SAMN04622917,SRR3618626
SAMN06219552,
SAMN14482837,SRR11460451
SAMN12619458,
SAMN12272266,SRR10076548
SAMD00059754,DRR140917
SAMN12660184,
SAMN07974445,
SAMN03963234,
SAMN12736390,
SAMN14609779,
SAMN14609787,
SAMN12233487,
SAMN12262385,
SAMN11042946,
SAMN14785846,
SAMN09976386,
SAMN12512712,SRR10015223
SAMN12233488,
SAMN12822941,
SAMN10177964,
SAMN10691120,
SAMN12561908,
SAMN12561905,
SAMN10177963,
SAMN12561907,
SAMN10177968,
SAMN10177969,
SAMN10177965,
SAMN10177967,
SAMN10177961,
SAMN10177966,
SAMN14944002,
SAMEA6471229,ERR3931055
SAMN12561906,
SAMN14609768,
SAMD00168435,DRR174986
SAMD00190251,
SAMD00190256,
SAMD00190249,
SAMN14943545,
SAMN10924275,
SAMN13000402,
SAMD00172786,
SAMN14449600,
SAMN15394023,
SAMN11633022,SRR9994124
SAMN11633024,
SAMN15229443,
SAMN15075998,SRR11905448
SAMN15075994,SRR11905452
SAMN15075992,SRR11905454
SAMN11633021,SRR9994125
SAMN11633025,
SAMN11633023,SRR9994127
SAMN15348021,
SAMN14840032,
SAMEA6595245,
SAMEA6595248,
SAMEA6595241,
SAMN15499972,
SAMN08932748,SRR7026305
SAMEA6595220,
SAMEA6595214,
SAMEA6595243,
SAMEA6595233,
SAMEA6595225,
SAMEA6595217,
SAMN15502380,
SAMN12169096,
SAMN12385929,
SAMN12385930,
SAMN13242782,
SAMN13175516,
SAMN11008224,SRR8625824
SAMN13242790,
SAMN13242769,
SAMN12307470,SRR9988394
SAMN13242665,
SAMN13429994,
SAMN13335779,
SAMN12996975,
SAMN13829575,
SAMN13829592,
SAMN15889825,SRR12506198
SAMN13829591,
SAMN13829544,
SAMN13829545,
SAMN12214770,
SAMN12214769,
SAMN12214765,
SAMN13714347,
SAMEA6109570,
SAMN12214764,
SAMN12214766,
SAMN13880799,SRR11400178
SAMN12214771,
SAMN12214767,
SAMN13875146,
SAMD00241721,DRR241416
SAMN15743069,SRR21634605
SAMN16056871,
SAMN13951920,SRR11038973
SAMN13951922,SRR11038976
SAMN13951916,SRR11038969
SAMN13951921,SRR11038975
SAMN13951915,SRR11038968
SAMN13951924,SRR11038978
SAMN08522749,
SAMN13951926,SRR11038980
SAMN13951923,SRR11038977
SAMN13951917,SRR11038970
SAMN13613900,SRR10834224
SAMN13978607,SRR11015036
SAMN14149125,
SAMN14134968,
SAMN14149865,
SAMN14149127,
SAMN13743100,
SAMD00194428,DRR199264
SAMD00194405,DRR199241
SAMD00194533,DRR199369
SAMD00194482,DRR199318
SAMD00194597,DRR199433
SAMD00194579,DRR199415
SAMD00194706,DRR199542
SAMD00194670,DRR199506
SAMN13978676,SRR11014960
SAMN13976059,SRR11014408 SRR11070828 SRR11070829 SRR11070830 SRR11088378
SAMD00108729,DRR120579 DRR192207
SAMN14149126,
SAMN13978678,SRR11014958
SAMN14137859,
SAMN13978668,SRR11014969
SAMN13978645,SRR11014994
SAMN12212556,
SAMN13948681,SRR11148639
SAMN14331243,
SAMN13530296,
SAMN14238615,
SAMN14342226,
SAMN12026942,
SAMN14421542,
SAMN03576594,
SAMN13705263,
SAMN12158158,
SAMN02666437,
SAMN03612246,
SAMN14482836,SRR11460452
SAMN14558608,
SAMN04026227,
SAMN14558879,
SAMN03203489,
SAMN14609775,
SAMN14609770,
SAMN14609800,
SAMN14609773,
SAMN14125718,
SAMN14732738,
SAMN14609783,
SAMN14609793,
SAMN14609776,
SAMN14609774,
SAMN14609782,
SAMN14609795,
SAMN14609778,
SAMN14609790,
SAMN14609784,
SAMN14609798,
SAMN04381845,
SAMN14609791,
SAMN14609801,
SAMN14609771,
SAMN03952643,
SAMN02991226,SRR1570041 SRR2014925
SAMN04381853,
SAMN14485346,SRR11451201
SAMN14933842,
SAMN14933837,
SAMN04159541,SRR2970646
SAMN04026225,
SAMN14485325,SRR11451224
SAMN14609792,
SAMN14933845,
SAMN14933843,
SAMN14933838,
SAMN14933835,
SAMN14933846,
SAMN14933841,
SAMN14933836,
SAMD00190246,
SAMD00190255,
SAMD00198301,
SAMN12822943,
SAMN14609785,
SAMN14944004,
SAMN12822944,
SAMD00190245,
SAMN14944006,
SAMN14944005,
SAMN12822940,
SAMN12640810,
SAMN12838293,
SAMD00190253,
SAMN04202540,
SAMN04590096,
SAMN13545722,
SAMN12560240,
SAMN13412318,
SAMEA6471236,ERR3931062
SAMN14944003,
SAMN05210771,
SAMN12822942,
SAMD00172788,
SAMN14943543,
SAMN14609777,
SAMN14548319,
SAMN15229441,
SAMN15075996,SRR11905450
SAMN13155204,
SAMN15229442,
SAMN03455931,SRR3221963
SAMN05194365,SRR3615375
SAMN14609769,
SAMN14943536,
SAMN13155539,
SAMD00157544,DRR165511
SAMN14351533,SRR11292825
SAMN15075997,SRR11905449
SAMN14943544,
SAMN14943547,
SAMD00172787,
SAMEA6595238,
SAMN15150880,
SAMN02688215,
SAMN02688212,
SAMN04939501,
SAMN04917416,
SAMD00157562,DRR165529
SAMD00157547,DRR165514
SAMN05725120,
SAMN15075993,SRR11905453
SAMN15075995,SRR11905451
SAMD00157542,DRR165509
SAMN15229516,
SAMN15410927,SRR12123278
SAMEA6595219,
SAMN11547014,
SAMN15402835,SRR12123270
SAMEA6595213,
SAMN15394022,
